"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"S11631301136312","0","1","2","2","0","4","1","3","2","2","2","1"
"S11631302136410","0","2","3","1","0","0","4","1","3","1","2","0"
"S11631302136501","0","8","4","11","14","8","6","12","14","11","16","11"
"S11631304137325","0","4","4","3","8","8","5","4","5","3","0","0"
"S11631302136502","0","15","12","10","31","12","11","12","10","14","13","6"
"S11631301136342","0","1","1","1","2","2","0","2","2","2","6","0"
"S11631301136341","0","2","7","10","6","3","1","5","10","14","18","21"
"S11631301136313","0","4","5","3","3","6","9","3","5","7","4","1"
"S11631301136314","0","6","11","8","16","5","4","5","10","11","16","1"
"S11631302136503","0","7","6","10","40","19","13","13","17","14","8","8"
"S11631302136504","0","6","10","22","19","14","12","11","16","20","17","8"
"S11631302136505","0","6","14","25","17","16","11","16","27","15","9","12"
"S11631301136206","0","11","14","4","14","13","15","16","6","10","17","15"
"S11631301136208","0","4","9","8","7","16","12","10","21","12","7","2"
"S11631301136209","0","4","16","5","10","23","8","2","15","3","11","8"
"S11631301136231","0","9","12","2","8","16","11","9","13","13","20","12"
"S11631301136304","0","5","3","5","6","11","6","4","12","9","5","0"
"S11631301136305","0","5","6","2","8","0","2","4","6","3","4","3"
"S11631301136202","0","2","2","6","6","6","9","6","6","8","15","3"
"S11631403139213","0","22","16","23","39","25","29","17","23","17","5","6"
"S11631302136516","0","6","29","46","30","36","45","39","30","34","42","16"
"S11631302136401","1","77","97","109","131","184","260","286","363","339","299","195"
"S11631302136402","0","4","3","6","2","2","1","1","0","2","1","1"
"S11631302136406","0","10","11","6","5","4","2","2","5","2","4","3"
"S11631301136229","0","5","4","5","17","28","20","4","10","6","11","4"
"S11631301136303","0","5","4","12","3","6","6","1","4","2","9","3"
"S11631301136230","0","5","7","5","10","15","30","37","28","22","26","23"
"S11631402139063","0","5","5","4","2","3","3","1","4","2","1","0"
"S11631302136409","0","6","9","11","5","3","13","7","6","5","6","3"
"S11631302136515","0","4","11","7","11","6","5","4","12","9","14","15"
"S11631301136343","0","3","1","0","1","1","4","2","1","1","2","9"
"S11631302136407","0","4","5","4","3","2","6","4","5","2","0","0"
"S11631304137324","0","9","9","10","11","9","6","18","6","10","5","2"
"S11631403139108","0","9","9","12","10","14","6","6","8","11","9","2"
"S11631403139109","0","21","28","17","27","24","29","19","22","15","12","6"
"S11631403139110","0","4","5","8","15","48","18","32","50","53","107","29"
"S11631403139111","0","6","6","6","8","10","19","15","19","34","9","3"
"S11631301136345","0","7","8","10","7","14","21","13","12","15","17","12"
"S11631302136403","0","6","6","5","3","2","1","0","3","5","1","0"
"S11631302136404","0","2","8","2","4","7","1","1","1","2","6","1"
"S11631302136405","0","20","17","9","29","17","11","19","15","19","17","7"
"S11631403139427","0","3","3","8","5","4","6","3","1","2","10","3"
"S11631302136506","0","3","6","8","17","7","9","11","3","7","10","5"
"S11631304137207","0","1","0","2","4","0","2","4","1","4","3","0"
"S11631301136225","0","1","1","1","1","1","1","1","3","3","2","2"
"S11631301136340","0","5","7","2","4","1","3","1","2","3","7","0"
"S11631301136318","0","8","13","16","8","15","11","12","7","10","7","8"
"S11631301136327","0","2","1","4","1","2","2","0","0","4","1","1"
"S11631301136328","0","1","1","0","0","1","7","0","2","0","1","2"
"S11631301136337","0","4","1","2","1","2","3","4","3","3","0","0"
"S11631301136338","0","2","7","3","5","4","6","3","3","3","2","0"
"S11631302136408","0","4","7","3","3","5","4","0","2","3","2","0"
"S11631305137909","0","7","5","6","10","8","11","18","20","6","19","6"
"S11631403139112","0","9","4","2","3","3","14","10","11","8","7","7"
"S11631301136329","0","8","9","8","3","8","9","8","6","9","9","2"
"S11631301136330","0","3","1","2","0","2","0","2","2","0","3","1"
"S11631301136339","0","2","0","0","8","1","4","1","3","2","0","0"
"S11631301136344","0","2","1","0","2","2","2","0","0","1","2","0"
"S11631301136320","0","9","5","6","4","5","4","10","5","5","4","1"
"S11631403139114","0","5","11","12","9","6","14","12","10","8","7","4"
"S11631403139115","0","0","4","2","3","5","4","4","4","1","3","3"
"S11631403139116","0","14","10","9","13","10","12","8","18","7","12","4"
"S11631403139117","0","17","6","11","20","16","12","12","8","6","11","5"
"S11631403139118","0","6","10","5","14","4","25","17","24","11","16","34"
"S11631403139120","0","0","5","6","2","4","8","5","5","0","5","1"
"S11631305137905","0","13","5","10","7","3","8","10","11","5","2","4"
"S11631301136321","0","2","0","0","2","0","2","0","0","1","0","0"
"S11631301136322","0","1","3","6","1","3","4","5","5","1","8","3"
"S11631301136323","0","7","10","10","17","6","9","10","3","7","4","10"
"S11631301136325","1","12","8","10","14","14","7","9","7","11","14","4"
"S11631301136326","0","1","4","2","5","6","3","4","2","0","2","3"
"S11631305137809","0","8","4","4","6","10","10","7","14","12","22","12"
"S11631305137810","0","6","4","4","4","11","10","13","9","6","15","2"
"S11631305137811","0","2","5","4","3","9","9","7","8","2","7","6"
"S11631305137812","1","7","8","11","8","10","9","5","6","6","5","2"
"S11631305137813","0","2","5","5","6","6","5","5","8","6","4","5"
"S11631305138050","0","4","2","6","9","4","12","7","3","4","11","4"
"S11631303137006","0","2","1","3","4","1","1","1","4","3","2","0"
"S11631303137007","0","4","1","7","5","6","1","13","5","4","4","3"
"S11631303137101","0","2","1","2","4","3","5","5","3","11","7","3"
"S11631303137116","0","0","8","5","5","11","5","2","3","5","6","1"
"S11631305137803","0","8","9","8","10","14","14","7","13","13","7","7"
"S11631303137102","0","0","0","1","1","1","0","3","1","0","2","0"
"S11631303137103","0","5","4","13","13","14","7","14","9","10","16","6"
"S11631301136224","0","0","8","4","3","1","2","2","1","4","1","2"
"S11631301136226","0","3","2","7","2","6","4","7","2","10","6","2"
"S11631302136615","0","4","10","12","16","24","15","14","23","15","12","9"
"S11631302136616","0","4","10","13","27","25","15","27","19","16","19","5"
"S11631302136617","0","16","21","16","28","12","10","10","7","10","13","13"
"S11631302136618","0","7","5","6","16","7","2","2","4","8","3","0"
"S11631304137336","0","1","1","3","2","6","3","9","2","3","6","2"
"S11631302136620","0","5","8","8","11","8","5","8","14","7","7","5"
"S11631302136638","0","7","10","7","8","15","15","21","8","20","24","6"
"S11631302136701","0","10","6","26","13","11","7","12","12","11","15","6"
"S11631302136702","0","20","16","23","15","20","16","23","23","18","18","10"
"S11631304137232","0","3","1","4","0","4","4","11","1","3","7","5"
"S11631304137233","0","1","1","0","0","2","5","1","0","3","3","2"
"S11631304137234","0","4","2","3","5","3","8","6","2","5","2","1"
"S11631304137235","0","4","1","0","1","0","5","0","0","0","1","1"
"S11631304137301","0","14","11","6","3","9","5","16","5","4","7","2"
"S11631304137302","0","6","8","8","5","14","5","13","8","13","16","4"
"S11631301136227","0","9","8","8","11","9","7","2","4","12","12","3"
"S11631301136309","0","5","6","6","3","10","8","6","4","2","4","3"
"S11631301136310","0","22","20","16","23","29","22","25","11","24","11","10"
"S11631305138009","0","20","40","24","23","36","40","34","58","43","61","42"
"S11631305138012","0","3","8","3","2","3","2","5","1","2","6","0"
"S11631305138013","0","5","15","5","9","7","6","3","10","11","5","1"
"S11631305138015","0","3","7","4","4","2","9","9","5","8","5","4"
"S11631305138016","0","3","6","6","10","6","14","1","5","4","3","5"
"S11631305138017","0","7","6","6","3","6","2","6","10","3","2","0"
"S11631305138018","0","6","3","4","2","8","5","2","5","5","7","8"
"S11631305138040","0","1","0","2","1","0","0","1","5","1","2","1"
"S11631305138043","0","7","12","11","32","44","43","29","37","59","96","57"
"S11631305138044","0","6","14","4","2","3","4","7","8","8","0","1"
"S11631305138045","0","8","7","4","6","12","7","11","7","5","9","4"
"S11631305138046","0","4","7","10","7","10","16","8","3","6","9","5"
"S11631304137543","0","11","19","19","29","35","33","12","15","23","36","13"
"S11631304137544","0","3","3","6","2","1","12","6","1","5","4","1"
"S11631304137545","0","3","9","4","3","6","3","1","6","4","1","1"
"S11631305137710","0","9","16","7","10","18","4","6","19","10","7","3"
"S11631305137711","0","3","2","2","2","1","7","2","4","4","3","0"
"S11631305137712","0","7","12","3","4","9","3","1","12","2","5","7"
"S11631305137825","0","14","6","7","14","7","8","16","11","9","7","2"
"S11631302136703","0","3","3","1","8","7","4","2","2","1","4","2"
"S11631305137907","0","22","13","16","16","21","13","16","16","8","11","11"
"S11631304137205","0","39","45","33","25","61","80","102","66","69","60","41"
"S11631304137209","0","27","24","21","30","35","19","31","23","20","25","19"
"S11631304137210","0","14","11","11","11","9","13","7","9","18","9","4"
"S11631304137211","0","1","4","3","3","3","2","3","1","6","6","1"
"S11631304137222","0","2","2","1","7","5","4","2","0","7","1","2"
"S11631304137333","0","7","6","11","15","9","18","15","15","9","13","1"
"S11631304137334","0","5","2","4","2","1","8","8","8","4","3","0"
"S11631304137330","0","3","7","8","7","3","1","8","4","4","2","5"
"S11631304137332","0","2","8","14","9","15","9","14","15","11","9","2"
"S11631304137335","0","17","11","4","9","8","20","15","21","16","6","8"
"S11631302136521","0","24","17","17","18","39","25","50","39","32","36","20"
"S11631302136522","0","3","0","2","3","4","5","6","5","5","7","2"
"S11631302136704","0","3","2","3","3","1","0","4","1","5","0","2"
"S11631302136705","0","14","25","14","14","30","4","0","1","3","1","2"
"S11631302136706","0","0","2","4","7","4","3","1","2","2","6","4"
"S11631302136708","0","5","2","7","6","1","6","0","0","0","0","5"
"S11631302136710","0","1","2","4","2","4","9","3","1","7","5","7"
"S11631302136801","0","5","10","6","6","6","6","4","9","3","6","5"
"S11631305138047","0","8","14","22","17","16","13","12","13","10","13","2"
"S11631305138041","0","0","0","0","2","3","6","3","1","5","5","5"
"S11631303137104","0","11","11","8","7","13","11","15","11","16","22","7"
"S11631303137105","0","14","12","11","15","14","14","12","12","15","12","3"
"S11631304137206","0","10","1","13","9","4","6","3","6","6","1","2"
"S11631304137404","0","4","4","4","3","3","2","11","2","4","8","3"
"S11631304137405","0","3","1","1","1","1","3","1","2","5","1","0"
"S11631304137406","0","4","6","3","2","6","6","11","4","2","2","2"
"S11631304137407","0","38","15","14","18","24","19","18","20","16","15","24"
"S11631304137518","0","4","1","8","4","4","7","1","1","4","5","1"
"S11631304137519","0","9","5","5","3","1","6","4","2","1","2","5"
"S11631304137522","0","7","7","7","7","6","7","7","4","10","3","3"
"S11631304137523","0","4","8","12","10","10","5","2","5","1","12","7"
"S11631304137524","0","9","9","8","2","9","8","5","5","8","11","3"
"S11631304137526","0","9","20","12","6","32","26","24","23","18","25","13"
"S11631302136523","0","7","13","12","7","5","6","6","6","6","16","9"
"S11631302136524","0","4","3","9","14","19","17","24","31","22","40","26"
"S11631302136525","0","118","155","86","76","79","81","83","87","106","110","87"
"S11631304137603","0","1","14","4","8","8","5","4","3","1","3","5"
"S11631305138048","0","10","9","15","27","43","35","44","34","51","41","16"
"S11631305138049","0","5","6","8","4","9","10","7","5","9","8","1"
"S11631305138052","0","0","2","8","3","8","7","13","8","13","10","8"
"S11631305154201","0","9","7","5","12","9","7","3","7","11","8","5"
"S11631305154202","0","4","1","1","4","3","0","6","4","5","3","0"
"S11631305154203","0","15","9","6","12","16","16","8","15","10","18","21"
"S11631305154204","0","16","11","5","11","20","6","11","11","18","10","9"
"S11631305154205","0","3","4","1","7","5","6","8","11","10","4","3"
"S11631305154213","0","1","3","2","7","2","9","11","2","4","4","2"
"S11631304137303","0","6","9","11","5","2","9","11","10","6","2","1"
"S11631304137304","0","13","5","12","18","10","19","20","9","24","20","5"
"S11631304137321","0","14","9","17","13","36","34","41","45","26","29","10"
"S11631304137408","0","0","1","0","1","2","2","2","3","3","1","0"
"S11631304137409","0","3","8","4","3","8","3","10","5","0","6","5"
"S11631305137822","0","57","43","52","39","53","50","37","69","91","58","22"
"S11631302136540","0","20","23","21","24","25","21","19","27","16","19","6"
"S11631302136541","0","19","19","17","25","26","17","16","16","33","28","9"
"S11631302136542","0","6","13","6","7","7","4","3","15","7","70","45"
"S11631302136543","0","50","62","73","59","82","63","71","48","74","81","32"
"S11631302136621","0","20","18","20","39","32","41","22","28","28","28","16"
"S11631302136709","0","5","2","4","5","2","3","6","2","4","2","1"
"S11631302136622","0","8","12","14","11","14","13","9","6","8","30","13"
"S11631302136623","0","79","67","85","102","137","141","149","162","161","120","94"
"S11631302136624","0","6","13","9","13","4","3","7","10","12","5","9"
"S11631304137344","0","2","7","3","1","2","6","5","3","3","5","2"
"S11631304137606","0","11","5","6","7","7","4","6","3","9","5","1"
"S11631305137719","0","5","12","9","4","10","9","5","3","4","6","7"
"S11631305137720","0","10","10","2","5","14","8","4","3","10","8","1"
"S11631304137521","0","4","4","8","3","8","5","6","0","2","3","3"
"S11631305137820","0","22","16","19","21","21","31","32","21","21","23","6"
"S11631304137305","0","11","12","15","14","25","39","28","22","22","21","14"
"S11631304137306","0","7","5","6","5","11","6","15","5","7","11","5"
"S11631304137307","0","4","9","3","12","12","17","14","8","10","11","4"
"S11631304137308","0","6","6","4","7","5","3","4","6","3","3","2"
"S11631304137309","0","14","11","13","25","23","19","33","16","11","11","7"
"S11631301136210","0","3","4","3","6","5","2","3","15","4","3","5"
"S11631302136619","0","9","3","7","6","10","6","5","3","3","1","3"
"S11631302136544","0","4","1","4","11","13","13","15","13","27","15","10"
"S11631305137814","0","4","7","4","5","8","5","9","4","7","9","1"
"S11631305137815","0","9","9","5","12","12","7","13","12","5","7","6"
"S11631305137816","0","21","10","7","7","6","13","14","12","3","10","3"
"S11631305137817","0","4","10","10","5","13","12","8","6","18","18","7"
"S11631305137818","0","1","2","4","8","10","4","7","2","7","13","8"
"S11631305137819","0","2","4","5","4","8","9","7","11","16","4","4"
"S11631305138019","0","4","7","9","6","14","13","4","8","7","8","2"
"S11631305138020","0","6","5","4","7","9","4","3","3","5","4","5"
"S11631305138021","0","5","1","6","1","9","3","7","3","8","6","4"
"S11631305138022","0","2","1","2","3","5","3","2","2","5","2","2"
